Z^2;;;p-value;;;
0;;;> 0.50;;;
1,605680891;0,2051;;0,205;;;
1,606390001;0,205;;0,205;;;
1,607099519;0,2049;;0,205;;;
1,607809446;0,2048;;0,205;;;
1,608519782;0,2047;;0,205;;;
1,609230527;0,2046;;0,205;;;
1,609941682;0,2045;;0,205;;;
1,610653247;0,2044;;0,204;;;
1,611365223;0,2043;;0,204;;;
1,612077609;0,2042;;0,204;;;
1,612790407;0,2041;;0,204;;;
1,613503617;0,204;;0,204;;;
1,614217239;0,2039;;0,204;;;
1,614931274;0,2038;;0,204;;;
1,615645722;0,2037;;0,204;;;
1,616360583;0,2036;;0,204;;;
1,617075858;0,2035;;0,204;;;
1,617791547;0,2034;;0,203;;;
1,61850765;0,2033;;0,203;;;
1,619224169;0,2032;;0,203;;;
1,619941104;0,2031;;0,203;;;
1,620658454;0,203;;0,203;;;
1,62137622;0,2029;;0,203;;;
1,622094404;0,2028;;0,203;;;
1,622813004;0,2027;;0,203;;;
1,623532022;0,2026;;0,203;;;
1,624251458;0,2025;;0,203;;;
1,624971312;0,2024;;0,202;;;
1,625691585;0,2023;;0,202;;;
1,626412277;0,2022;;0,202;;;
1,627133389;0,2021;;0,202;;;
1,627854921;0,202;;0,202;;;
1,628576873;0,2019;;0,202;;;
1,629299246;0,2018;;0,202;;;
1,630022041;0,2017;;0,202;;;
1,630745257;0,2016;;0,202;;;
1,631468895;0,2015;;0,202;;;
1,632192956;0,2014;;0,201;;;
1,63291744;0,2013;;0,201;;;
1,633642347;0,2012;;0,201;;;
1,634367678;0,2011;;0,201;;;
1,635093434;0,201;;0,201;;;
1,635819614;0,2009;;0,201;;;
1,636546219;0,2008;;0,201;;;
1,63727325;0,2007;;0,201;;;
1,638000706;0,2006;;0,201;;;
1,638728589;0,2005;;0,201;;;
1,639456899;0,2004;;0,200;;;
1,640185636;0,2003;;0,200;;;
1,640914801;0,2002;;0,200;;;
1,641644394;0,2001;;0,200;;;
1,642374415;0,2;;0,200;;;
1,643104865;0,1999;;0,200;;;
1,643835745;0,1998;;0,200;;;
1,644567054;0,1997;;0,200;;;
1,645298794;0,1996;;0,200;;;
1,646030965;0,1995;;0,200;;;
1,646763566;0,1994;;0,199;;;
1,647496599;0,1993;;0,199;;;
1,648230065;0,1992;;0,199;;;
1,648963962;0,1991;;0,199;;;
1,649698293;0,199;;0,199;;;
1,650433057;0,1989;;0,199;;;
1,651168254;0,1988;;0,199;;;
1,651903886;0,1987;;0,199;;;
1,652639952;0,1986;;0,199;;;
1,653376454;0,1985;;0,199;;;
1,654113391;0,1984;;0,198;;;
1,654850763;0,1983;;0,198;;;
1,655588573;0,1982;;0,198;;;
1,656326819;0,1981;;0,198;;;
1,657065502;0,198;;0,198;;;
1,657804624;0,1979;;0,198;;;
1,658544183;0,1978;;0,198;;;
1,659284181;0,1977;;0,198;;;
1,660024618;0,1976;;0,198;;;
1,660765494;0,1975;;0,198;;;
1,661506811;0,1974;;0,197;;;
1,662248568;0,1973;;0,197;;;
1,662990766;0,1972;;0,197;;;
1,663733405;0,1971;;0,197;;;
1,664476486;0,197;;0,197;;;
1,665220009;0,1969;;0,197;;;
1,665963974;0,1968;;0,197;;;
1,666708383;0,1967;;0,197;;;
1,667453236;0,1966;;0,197;;;
1,668198532;0,1965;;0,197;;;
1,668944273;0,1964;;0,196;;;
1,669690459;0,1963;;0,196;;;
1,67043709;0,1962;;0,196;;;
1,671184168;0,1961;;0,196;;;
1,671931691;0,196;;0,196;;;
1,672679661;0,1959;;0,196;;;
1,673428079;0,1958;;0,196;;;
1,674176944;0,1957;;0,196;;;
1,674926257;0,1956;;0,196;;;
1,675676019;0,1955;;0,196;;;
1,67642623;0,1954;;0,195;;;
1,677176891;0,1953;;0,195;;;
1,677928001;0,1952;;0,195;;;
1,678679562;0,1951;;0,195;;;
1,679431574;0,195;;0,195;;;
1,680184038;0,1949;;0,195;;;
1,680936953;0,1948;;0,195;;;
1,68169032;0,1947;;0,195;;;
1,682444141;0,1946;;0,195;;;
1,683198414;0,1945;;0,195;;;
1,683953142;0,1944;;0,194;;;
1,684708323;0,1943;;0,194;;;
1,685463959;0,1942;;0,194;;;
1,686220051;0,1941;;0,194;;;
1,686976598;0,194;;0,194;;;
1,687733601;0,1939;;0,194;;;
1,688491061;0,1938;;0,194;;;
1,689248977;0,1937;;0,194;;;
1,690007352;0,1936;;0,194;;;
1,690766184;0,1935;;0,194;;;
1,691525475;0,1934;;0,193;;;
1,692285224;0,1933;;0,193;;;
1,693045434;0,1932;;0,193;;;
1,693806103;0,1931;;0,193;;;
1,694567232;0,193;;0,193;;;
1,695328822;0,1929;;0,193;;;
1,696090874;0,1928;;0,193;;;
1,696853387;0,1927;;0,193;;;
1,697616363;0,1926;;0,193;;;
1,698379802;0,1925;;0,193;;;
1,699143704;0,1924;;0,192;;;
1,699908069;0,1923;;0,192;;;
1,700672899;0,1922;;0,192;;;
1,701438194;0,1921;;0,192;;;
1,702203954;0,192;;0,192;;;
1,70297018;0,1919;;0,192;;;
1,703736871;0,1918;;0,192;;;
1,70450403;0,1917;;0,192;;;
1,705271656;0,1916;;0,192;;;
1,706039749;0,1915;;0,192;;;
1,706808311;0,1914;;0,191;;;
1,707577341;0,1913;;0,191;;;
1,70834684;0,1912;;0,191;;;
1,709116809;0,1911;;0,191;;;
1,709887249;0,191;;0,191;;;
1,710658158;0,1909;;0,191;;;
1,711429539;0,1908;;0,191;;;
1,712201392;0,1907;;0,191;;;
1,712973717;0,1906;;0,191;;;
1,713746514;0,1905;;0,191;;;
1,714519785;0,1904;;0,190;;;
1,715293529;0,1903;;0,190;;;
1,716067748;0,1902;;0,190;;;
1,716842441;0,1901;;0,190;;;
1,717617609;0,19;;0,190;;;
1,718393252;0,1899;;0,190;;;
1,719169372;0,1898;;0,190;;;
1,719945969;0,1897;;0,190;;;
1,720723043;0,1896;;0,190;;;
1,721500594;0,1895;;0,190;;;
1,722278624;0,1894;;0,189;;;
1,723057132;0,1893;;0,189;;;
1,72383612;0,1892;;0,189;;;
1,724615587;0,1891;;0,189;;;
1,725395535;0,189;;0,189;;;
1,726175963;0,1889;;0,189;;;
1,726956872;0,1888;;0,189;;;
1,727738264;0,1887;;0,189;;;
1,728520137;0,1886;;0,189;;;
1,729302494;0,1885;;0,189;;;
1,730085333;0,1884;;0,188;;;
1,730868657;0,1883;;0,188;;;
1,731652464;0,1882;;0,188;;;
1,732436757;0,1881;;0,188;;;
1,733221535;0,188;;0,188;;;
1,734006799;0,1879;;0,188;;;
1,73479255;0,1878;;0,188;;;
1,735578787;0,1877;;0,188;;;
1,736365512;0,1876;;0,188;;;
1,737152725;0,1875;;0,188;;;
1,737940426;0,1874;;0,187;;;
1,738728616;0,1873;;0,187;;;
1,739517296;0,1872;;0,187;;;
1,740306467;0,1871;;0,187;;;
1,741096127;0,187;;0,187;;;
1,741886279;0,1869;;0,187;;;
1,742676923;0,1868;;0,187;;;
1,743468058;0,1867;;0,187;;;
1,744259687;0,1866;;0,187;;;
1,745051809;0,1865;;0,187;;;
1,745844424;0,1864;;0,186;;;
1,746637534;0,1863;;0,186;;;
1,747431139;0,1862;;0,186;;;
1,74822524;0,1861;;0,186;;;
1,749019836;0,186;;0,186;;;
1,749814929;0,1859;;0,186;;;
1,750610518;0,1858;;0,186;;;
1,751406606;0,1857;;0,186;;;
1,752203191;0,1856;;0,186;;;
1,753000275;0,1855;;0,186;;;
1,753797859;0,1854;;0,185;;;
1,754595942;0,1853;;0,185;;;
1,755394525;0,1852;;0,185;;;
1,756193609;0,1851;;0,185;;;
1,756993195;0,185;;0,185;;;
1,757793283;0,1849;;0,185;;;
1,758593872;0,1848;;0,185;;;
1,759394965;0,1847;;0,185;;;
1,760196562;0,1846;;0,185;;;
1,760998663;0,1845;;0,185;;;
1,761801268;0,1844;;0,184;;;
1,762604379;0,1843;;0,184;;;
1,763407995;0,1842;;0,184;;;
1,764212118;0,1841;;0,184;;;
1,765016747;0,184;;0,184;;;
1,765821884;0,1839;;0,184;;;
1,766627529;0,1838;;0,184;;;
1,767433683;0,1837;;0,184;;;
1,768240346;0,1836;;0,184;;;
1,769047518;0,1835;;0,184;;;
1,7698552;0,1834;;0,183;;;
1,770663394;0,1833;;0,183;;;
1,771472099;0,1832;;0,183;;;
1,772281315;0,1831;;0,183;;;
1,773091044;0,183;;0,183;;;
1,773901287;0,1829;;0,183;;;
1,774712042;0,1828;;0,183;;;
1,775523312;0,1827;;0,183;;;
1,776335097;0,1826;;0,183;;;
1,777147397;0,1825;;0,183;;;
1,777960213;0,1824;;0,182;;;
1,778773545;0,1823;;0,182;;;
1,779587395;0,1822;;0,182;;;
1,780401762;0,1821;;0,182;;;
1,781216647;0,182;;0,182;;;
1,782032051;0,1819;;0,182;;;
1,782847974;0,1818;;0,182;;;
1,783664417;0,1817;;0,182;;;
1,784481381;0,1816;;0,182;;;
1,785298866;0,1815;;0,182;;;
1,786116872;0,1814;;0,181;;;
1,7869354;0,1813;;0,181;;;
1,787754452;0,1812;;0,181;;;
1,788574027;0,1811;;0,181;;;
1,789394125;0,181;;0,181;;;
1,790214748;0,1809;;0,181;;;
1,791035897;0,1808;;0,181;;;
1,791857571;0,1807;;0,181;;;
1,792679771;0,1806;;0,181;;;
1,793502498;0,1805;;0,181;;;
1,794325753;0,1804;;0,180;;;
1,795149536;0,1803;;0,180;;;
1,795973848;0,1802;;0,180;;;
1,796798688;0,1801;;0,180;;;
1,797624059;0,18;;0,180;;;
1,79844996;0,1799;;0,180;;;
1,799276392;0,1798;;0,180;;;
1,800103356;0,1797;;0,180;;;
1,800930852;0,1796;;0,180;;;
1,80175888;0,1795;;0,180;;;
1,802587443;0,1794;;0,179;;;
1,803416539;0,1793;;0,179;;;
1,804246171;0,1792;;0,179;;;
1,805076337;0,1791;;0,179;;;
1,805907039;0,179;;0,179;;;
1,806738278;0,1789;;0,179;;;
1,807570053;0,1788;;0,179;;;
1,808402366;0,1787;;0,179;;;
1,809235217;0,1786;;0,179;;;
1,810068608;0,1785;;0,179;;;
1,810902537;0,1784;;0,178;;;
1,811737007;0,1783;;0,178;;;
1,812572017;0,1782;;0,178;;;
1,813407569;0,1781;;0,178;;;
1,814243663;0,178;;0,178;;;
1,815080299;0,1779;;0,178;;;
1,815917478;0,1778;;0,178;;;
1,816755201;0,1777;;0,178;;;
1,817593469;0,1776;;0,178;;;
1,818432281;0,1775;;0,178;;;
1,819271639;0,1774;;0,177;;;
1,820111544;0,1773;;0,177;;;
1,820951995;0,1772;;0,177;;;
1,821792994;0,1771;;0,177;;;
1,82263454;0,177;;0,177;;;
1,823476636;0,1769;;0,177;;;
1,824319281;0,1768;;0,177;;;
1,825162476;0,1767;;0,177;;;
1,826006221;0,1766;;0,177;;;
1,826850518;0,1765;;0,177;;;
1,827695367;0,1764;;0,176;;;
1,828540768;0,1763;;0,176;;;
1,829386722;0,1762;;0,176;;;
1,83023323;0,1761;;0,176;;;
1,831080293;0,176;;0,176;;;
1,83192791;0,1759;;0,176;;;
1,832776084;0,1758;;0,176;;;
1,833624813;0,1757;;0,176;;;
1,8344741;0,1756;;0,176;;;
1,835323944;0,1755;;0,176;;;
1,836174346;0,1754;;0,175;;;
1,837025307;0,1753;;0,175;;;
1,837876828;0,1752;;0,175;;;
1,838728909;0,1751;;0,175;;;
1,839581551;0,175;;0,175;;;
1,840434754;0,1749;;0,175;;;
1,841288519;0,1748;;0,175;;;
1,842142847;0,1747;;0,175;;;
1,842997739;0,1746;;0,175;;;
1,843853195;0,1745;;0,175;;;
1,844709215;0,1744;;0,174;;;
1,845565801;0,1743;;0,174;;;
1,846422952;0,1742;;0,174;;;
1,847280671;0,1741;;0,174;;;
1,848138956;0,174;;0,174;;;
1,84899781;0,1739;;0,174;;;
1,849857233;0,1738;;0,174;;;
1,850717224;0,1737;;0,174;;;
1,851577786;0,1736;;0,174;;;
1,852438918;0,1735;;0,174;;;
1,853300622;0,1734;;0,173;;;
1,854162898;0,1733;;0,173;;;
1,855025746;0,1732;;0,173;;;
1,855889167;0,1731;;0,173;;;
1,856753163;0,173;;0,173;;;
1,857617733;0,1729;;0,173;;;
1,858482879;0,1728;;0,173;;;
1,8593486;0,1727;;0,173;;;
1,860214898;0,1726;;0,173;;;
1,861081774;0,1725;;0,173;;;
1,861949227;0,1724;;0,172;;;
1,86281726;0,1723;;0,172;;;
1,863685871;0,1722;;0,172;;;
1,864555063;0,1721;;0,172;;;
1,865424835;0,172;;0,172;;;
1,866295189;0,1719;;0,172;;;
1,867166125;0,1718;;0,172;;;
1,868037643;0,1717;;0,172;;;
1,868909745;0,1716;;0,172;;;
1,869782431;0,1715;;0,172;;;
1,870655702;0,1714;;0,171;;;
1,871529559;0,1713;;0,171;;;
1,872404002;0,1712;;0,171;;;
1,873279031;0,1711;;0,171;;;
1,874154649;0,171;;0,171;;;
1,875030854;0,1709;;0,171;;;
1,875907649;0,1708;;0,171;;;
1,876785033;0,1707;;0,171;;;
1,877663008;0,1706;;0,171;;;
1,878541574;0,1705;;0,171;;;
1,879420731;0,1704;;0,170;;;
1,880300481;0,1703;;0,170;;;
1,881180825;0,1702;;0,170;;;
1,882061762;0,1701;;0,170;;;
1,882943293;0,17;;0,170;;;
1,88382542;0,1699;;0,170;;;
1,884708143;0,1698;;0,170;;;
1,885591463;0,1697;;0,170;;;
1,88647538;0,1696;;0,170;;;
1,887359896;0,1695;;0,170;;;
1,88824501;0,1694;;0,169;;;
1,889130724;0,1693;;0,169;;;
1,890017038;0,1692;;0,169;;;
1,890903953;0,1691;;0,169;;;
1,891791469;0,169;;0,169;;;
1,892679588;0,1689;;0,169;;;
1,893568311;0,1688;;0,169;;;
1,894457637;0,1687;;0,169;;;
1,895347568;0,1686;;0,169;;;
1,896238104;0,1685;;0,169;;;
1,897129246;0,1684;;0,168;;;
1,898020995;0,1683;;0,168;;;
1,898913352;0,1682;;0,168;;;
1,899806316;0,1681;;0,168;;;
1,90069989;0,168;;0,168;;;
1,901594073;0,1679;;0,168;;;
1,902488867;0,1678;;0,168;;;
1,903384272;0,1677;;0,168;;;
1,904280289;0,1676;;0,168;;;
1,905176919;0,1675;;0,168;;;
1,906074161;0,1674;;0,167;;;
1,906972019;0,1673;;0,167;;;
1,90787049;0,1672;;0,167;;;
1,908769578;0,1671;;0,167;;;
1,909669282;0,167;;0,167;;;
1,910569603;0,1669;;0,167;;;
1,911470541;0,1668;;0,167;;;
1,912372099;0,1667;;0,167;;;
1,913274276;0,1666;;0,167;;;
1,914177072;0,1665;;0,167;;;
1,91508049;0,1664;;0,166;;;
1,915984529;0,1663;;0,166;;;
1,916889191;0,1662;;0,166;;;
1,917794476;0,1661;;0,166;;;
1,918700384;0,166;;0,166;;;
1,919606917;0,1659;;0,166;;;
1,920514076;0,1658;;0,166;;;
1,921421861;0,1657;;0,166;;;
1,922330272;0,1656;;0,166;;;
1,923239312;0,1655;;0,166;;;
1,924148979;0,1654;;0,165;;;
1,925059276;0,1653;;0,165;;;
1,925970203;0,1652;;0,165;;;
1,926881761;0,1651;;0,165;;;
1,92779395;0,165;;0,165;;;
1,928706772;0,1649;;0,165;;;
1,929620227;0,1648;;0,165;;;
1,930534315;0,1647;;0,165;;;
1,931449038;0,1646;;0,165;;;
1,932364397;0,1645;;0,165;;;
1,933280391;0,1644;;0,164;;;
1,934197023;0,1643;;0,164;;;
1,935114292;0,1642;;0,164;;;
1,9360322;0,1641;;0,164;;;
1,936950747;0,164;;0,164;;;
1,937869935;0,1639;;0,164;;;
1,938789763;0,1638;;0,164;;;
1,939710233;0,1637;;0,164;;;
1,940631345;0,1636;;0,164;;;
1,941553101;0,1635;;0,164;;;
1,942475501;0,1634;;0,163;;;
1,943398545;0,1633;;0,163;;;
1,944322236;0,1632;;0,163;;;
1,945246573;0,1631;;0,163;;;
1,946171557;0,163;;0,163;;;
1,947097189;0,1629;;0,163;;;
1,94802347;0,1628;;0,163;;;
1,9489504;0,1627;;0,163;;;
1,949877981;0,1626;;0,163;;;
1,950806214;0,1625;;0,163;;;
1,951735098;0,1624;;0,162;;;
1,952664636;0,1623;;0,162;;;
1,953594827;0,1622;;0,162;;;
1,954525673;0,1621;;0,162;;;
1,955457174;0,162;;0,162;;;
1,956389331;0,1619;;0,162;;;
1,957322145;0,1618;;0,162;;;
1,958255617;0,1617;;0,162;;;
1,959189748;0,1616;;0,162;;;
1,960124538;0,1615;;0,162;;;
1,961059988;0,1614;;0,161;;;
1,9619961;0,1613;;0,161;;;
1,962932873;0,1612;;0,161;;;
1,963870309;0,1611;;0,161;;;
1,964808409;0,161;;0,161;;;
1,965747173;0,1609;;0,161;;;
1,966686603;0,1608;;0,161;;;
1,967626699;0,1607;;0,161;;;
1,968567461;0,1606;;0,161;;;
1,969508892;0,1605;;0,161;;;
1,970450991;0,1604;;0,160;;;
1,971393759;0,1603;;0,160;;;
1,972337198;0,1602;;0,160;;;
1,973281308;0,1601;;0,160;;;
1,97422609;0,16;;0,160;;;
1,975171544;0,1599;;0,160;;;
1,976117673;0,1598;;0,160;;;
1,977064476;0,1597;;0,160;;;
1,978011954;0,1596;;0,160;;;
1,978960109;0,1595;;0,160;;;
1,979908941;0,1594;;0,159;;;
1,980858451;0,1593;;0,159;;;
1,981808639;0,1592;;0,159;;;
1,982759508;0,1591;;0,159;;;
1,983711056;0,159;;0,159;;;
1,984663287;0,1589;;0,159;;;
1,985616199;0,1588;;0,159;;;
1,986569795;0,1587;;0,159;;;
1,987524075;0,1586;;0,159;;;
1,98847904;0,1585;;0,159;;;
1,98943469;0,1584;;0,158;;;
1,990391027;0,1583;;0,158;;;
1,991348052;0,1582;;0,158;;;
1,992305765;0,1581;;0,158;;;
1,993264168;0,158;;0,158;;;
1,99422326;0,1579;;0,158;;;
1,995183044;0,1578;;0,158;;;
1,99614352;0,1577;;0,158;;;
1,997104688;0,1576;;0,158;;;
1,99806655;0,1575;;0,158;;;
1,999029107;0,1574;;0,157;;;
1,999992359;0,1573;;0,157;;;
2,000956308;0,1572;;0,157;;;
2,001920954;0,1571;;0,157;;;
2,002886298;0,157;;0,157;;;
2,003852341;0,1569;;0,157;;;
2,004819084;0,1568;;0,157;;;
2,005786528;0,1567;;0,157;;;
2,006754674;0,1566;;0,157;;;
2,007723523;0,1565;;0,157;;;
2,008693075;0,1564;;0,156;;;
2,009663331;0,1563;;0,156;;;
2,010634293;0,1562;;0,156;;;
2,011605961;0,1561;;0,156;;;
2,012578337;0,156;;0,156;;;
2,01355142;0,1559;;0,156;;;
2,014525215;0,1558;;0,156;;;
2,015499718;0,1557;;0,156;;;
2,016474932;0,1556;;0,156;;;
2,017450858;0,1555;;0,156;;;
2,018427496;0,1554;;0,155;;;
2,019404849;0,1553;;0,155;;;
2,020382916;0,1552;;0,155;;;
2,021361698;0,1551;;0,155;;;
2,022341197;0,155;;0,155;;;
2,023321414;0,1549;;0,155;;;
2,024302348;0,1548;;0,155;;;
2,025284003;0,1547;;0,155;;;
2,026266377;0,1546;;0,155;;;
2,027249473;0,1545;;0,155;;;
2,02823329;0,1544;;0,154;;;
2,029217831;0,1543;;0,154;;;
2,030203096;0,1542;;0,154;;;
2,031189086;0,1541;;0,154;;;
2,032175802;0,154;;0,154;;;
2,033163244;0,1539;;0,154;;;
2,034151415;0,1538;;0,154;;;
2,035140314;0,1537;;0,154;;;
2,036129943;0,1536;;0,154;;;
2,037120303;0,1535;;0,154;;;
2,038111394;0,1534;;0,153;;;
2,039103219;0,1533;;0,153;;;
2,040095776;0,1532;;0,153;;;
2,041089069;0,1531;;0,153;;;
2,042083096;0,153;;0,153;;;
2,043077861;0,1529;;0,153;;;
2,044073363;0,1528;;0,153;;;
2,045069603;0,1527;;0,153;;;
2,046066583;0,1526;;0,153;;;
2,047064303;0,1525;;0,153;;;
2,048062765;0,1524;;0,152;;;
2,049061969;0,1523;;0,152;;;
2,050061916;0,1522;;0,152;;;
2,051062608;0,1521;;0,152;;;
2,052064045;0,152;;0,152;;;
2,053066229;0,1519;;0,152;;;
2,054069159;0,1518;;0,152;;;
2,055072839;0,1517;;0,152;;;
2,056077267;0,1516;;0,152;;;
2,057082446;0,1515;;0,152;;;
2,058088376;0,1514;;0,151;;;
2,059095059;0,1513;;0,151;;;
2,060102495;0,1512;;0,151;;;
2,061110685;0,1511;;0,151;;;
2,062119631;0,151;;0,151;;;
2,063129333;0,1509;;0,151;;;
2,064139792;0,1508;;0,151;;;
2,06515101;0,1507;;0,151;;;
2,066162987;0,1506;;0,151;;;
2,067175725;0,1505;;0,151;;;
2,068189224;0,1504;;0,150;;;
2,069203486;0,1503;;0,150;;;
2,070218511;0,1502;;0,150;;;
2,0712343;0,1501;;0,150;;;
2,072250856;0,15;;0,150;;;
2,073268178;0,1499;;0,150;;;
2,074286267;0,1498;;0,150;;;
2,075305125;0,1497;;0,150;;;
2,076324753;0,1496;;0,150;;;
2,077345152;0,1495;;0,150;;;
2,078366323;0,1494;;0,149;;;
2,079388266;0,1493;;0,149;;;
2,080410983;0,1492;;0,149;;;
2,081434475;0,1491;;0,149;;;
2,082458743;0,149;;0,149;;;
2,083483789;0,1489;;0,149;;;
2,084509612;0,1488;;0,149;;;
2,085536214;0,1487;;0,149;;;
2,086563597;0,1486;;0,149;;;
2,087591761;0,1485;;0,149;;;
2,088620707;0,1484;;0,148;;;
2,089650437;0,1483;;0,148;;;
2,090680951;0,1482;;0,148;;;
2,091712251;0,1481;;0,148;;;
2,092744338;0,148;;0,148;;;
2,093777212;0,1479;;0,148;;;
2,094810875;0,1478;;0,148;;;
2,095845327;0,1477;;0,148;;;
2,096880571;0,1476;;0,148;;;
2,097916607;0,1475;;0,148;;;
2,098953436;0,1474;;0,147;;;
2,099991059;0,1473;;0,147;;;
2,101029477;0,1472;;0,147;;;
2,102068692;0,1471;;0,147;;;
2,103108704;0,147;;0,147;;;
2,104149515;0,1469;;0,147;;;
2,105191125;0,1468;;0,147;;;
2,106233536;0,1467;;0,147;;;
2,107276749;0,1466;;0,147;;;
2,108320765;0,1465;;0,147;;;
2,109365585;0,1464;;0,146;;;
2,110411211;0,1463;;0,146;;;
2,111457642;0,1462;;0,146;;;
2,112504882;0,1461;;0,146;;;
2,113552929;0,146;;0,146;;;
2,114601787;0,1459;;0,146;;;
2,115651455;0,1458;;0,146;;;
2,116701935;0,1457;;0,146;;;
2,117753228;0,1456;;0,146;;;
2,118805335;0,1455;;0,146;;;
2,119858258;0,1454;;0,145;;;
2,120911997;0,1453;;0,145;;;
2,121966553;0,1452;;0,145;;;
2,123021929;0,1451;;0,145;;;
2,124078124;0,145;;0,145;;;
2,12513514;0,1449;;0,145;;;
2,126192979;0,1448;;0,145;;;
2,12725164;0,1447;;0,145;;;
2,128311126;0,1446;;0,145;;;
2,129371438;0,1445;;0,145;;;
2,130432577;0,1444;;0,144;;;
2,131494543;0,1443;;0,144;;;
2,132557339;0,1442;;0,144;;;
2,133620964;0,1441;;0,144;;;
2,134685422;0,144;;0,144;;;
2,135750711;0,1439;;0,144;;;
2,136816835;0,1438;;0,144;;;
2,137883793;0,1437;;0,144;;;
2,138951588;0,1436;;0,144;;;
2,14002022;0,1435;;0,144;;;
2,14108969;0,1434;;0,143;;;
2,14216;0,1433;;0,143;;;
2,14323115;0,1432;;0,143;;;
2,144303143;0,1431;;0,143;;;
2,145375979;0,143;;0,143;;;
2,146449659;0,1429;;0,143;;;
2,147524185;0,1428;;0,143;;;
2,148599558;0,1427;;0,143;;;
2,149675779;0,1426;;0,143;;;
2,150752849;0,1425;;0,143;;;
2,151830769;0,1424;;0,142;;;
2,152909541;0,1423;;0,142;;;
2,153989166;0,1422;;0,142;;;
2,155069645;0,1421;;0,142;;;
2,156150979;0,142;;0,142;;;
2,157233169;0,1419;;0,142;;;
2,158316217;0,1418;;0,142;;;
2,159400124;0,1417;;0,142;;;
2,160484892;0,1416;;0,142;;;
2,16157052;0,1415;;0,142;;;
2,162657012;0,1414;;0,141;;;
2,163744367;0,1413;;0,141;;;
2,164832587;0,1412;;0,141;;;
2,165921673;0,1411;;0,141;;;
2,167011627;0,141;;0,141;;;
2,16810245;0,1409;;0,141;;;
2,169194143;0,1408;;0,141;;;
2,170286707;0,1407;;0,141;;;
2,171380144;0,1406;;0,141;;;
2,172474454;0,1405;;0,141;;;
2,17356964;0,1404;;0,140;;;
2,174665702;0,1403;;0,140;;;
2,175762641;0,1402;;0,140;;;
2,17686046;0,1401;;0,140;;;
2,177959158;0,14;;0,140;;;
2,179058738;0,1399;;0,140;;;
2,1801592;0,1398;;0,140;;;
2,181260547;0,1397;;0,140;;;
2,182362779;0,1396;;0,140;;;
2,183465897;0,1395;;0,140;;;
2,184569903;0,1394;;0,139;;;
2,185674798;0,1393;;0,139;;;
2,186780584;0,1392;;0,139;;;
2,187887261;0,1391;;0,139;;;
2,188994831;0,139;;0,139;;;
2,190103296;0,1389;;0,139;;;
2,191212656;0,1388;;0,139;;;
2,192322913;0,1387;;0,139;;;
2,193434068;0,1386;;0,139;;;
2,194546122;0,1385;;0,139;;;
2,195659078;0,1384;;0,138;;;
2,196772935;0,1383;;0,138;;;
2,197887696;0,1382;;0,138;;;
2,199003362;0,1381;;0,138;;;
2,200119934;0,138;;0,138;;;
2,201237414;0,1379;;0,138;;;
2,202355802;0,1378;;0,138;;;
2,2034751;0,1377;;0,138;;;
2,204595312;0,1376;;0,138;;;
2,205716434;0,1375;;0,138;;;
2,206838471;0,1374;;0,137;;;
2,207961423;0,1373;;0,137;;;
2,209085292;0,1372;;0,137;;;
2,210210079;0,1371;;0,137;;;
2,211335786;0,137;;0,137;;;
2,212462413;0,1369;;0,137;;;
2,213589963;0,1368;;0,137;;;
2,214718437;0,1367;;0,137;;;
2,215847835;0,1366;;0,137;;;
2,21697816;0,1365;;0,137;;;
2,218109412;0,1364;;0,136;;;
2,219241594;0,1363;;0,136;;;
2,220374706;0,1362;;0,136;;;
2,22150875;0,1361;;0,136;;;
2,222643727;0,136;;0,136;;;
2,223779639;0,1359;;0,136;;;
2,224916486;0,1358;;0,136;;;
2,226054272;0,1357;;0,136;;;
2,227192996;0,1356;;0,136;;;
2,22833266;0,1355;;0,136;;;
2,229473266;0,1354;;0,135;;;
2,230614815;0,1353;;0,135;;;
2,231757308;0,1352;;0,135;;;
2,232900748;0,1351;;0,135;;;
2,234045134;0,135;;0,135;;;
2,23519047;0,1349;;0,135;;;
2,236336755;0,1348;;0,135;;;
2,237483992;0,1347;;0,135;;;
2,238632182;0,1346;;0,135;;;
2,239781326;0,1345;;0,135;;;
2,240931426;0,1344;;0,134;;;
2,242082484;0,1343;;0,134;;;
2,2432345;0,1342;;0,134;;;
2,244387477;0,1341;;0,134;;;
2,245541415;0,134;;0,134;;;
2,246696316;0,1339;;0,134;;;
2,247852181;0,1338;;0,134;;;
2,249009013;0,1337;;0,134;;;
2,250166812;0,1336;;0,134;;;
2,25132558;0,1335;;0,134;;;
2,252485319;0,1334;;0,133;;;
2,253646029;0,1333;;0,133;;;
2,254807713;0,1332;;0,133;;;
2,255970371;0,1331;;0,133;;;
2,257134006;0,133;;0,133;;;
2,258298618;0,1329;;0,133;;;
2,25946421;0,1328;;0,133;;;
2,260630783;0,1327;;0,133;;;
2,261798338;0,1326;;0,133;;;
2,262966876;0,1325;;0,133;;;
2,2641364;0,1324;;0,132;;;
2,265306911;0,1323;;0,132;;;
2,26647841;0,1322;;0,132;;;
2,267650899;0,1321;;0,132;;;
2,268824379;0,132;;0,132;;;
2,269998852;0,1319;;0,132;;;
2,271174319;0,1318;;0,132;;;
2,272350782;0,1317;;0,132;;;
2,273528243;0,1316;;0,132;;;
2,274706703;0,1315;;0,132;;;
2,275886163;0,1314;;0,131;;;
2,277066625;0,1313;;0,131;;;
